Projektnummer           ,6409098
Sondierung              ,CPT04
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
   11.66,    4.071,  0.05433,    0.486,   -0.414,    1.390,    22.93
   11.68,    5.500,  0.06047,    0.489,   -0.412,    1.173,    22.23
   11.70,    6.891,  0.05618,    0.485,   -0.427,    0.845,    21.56
   11.72,    7.253,  0.06283,    0.487,   -0.433,    0.871,    21.56
   11.74,    6.813,  0.06312,    0.487,   -0.432,    0.897,    22.24
   11.76,    5.754,  0.07219,    0.486,   -0.431,    1.203,    22.88
   11.78,    5.112,  0.06727,    0.490,   -0.431,    1.291,    23.32
   11.80,    4.379,  0.08461,    0.483,   -0.423,    1.874,    22.89
   11.82,    5.899,  0.09260,    0.486,   -0.423,    1.669,    22.44
   11.84,    7.092,  0.07352,    0.484,   -0.430,    1.068,    21.56
   11.86,    7.069,  0.06948,    0.482,   -0.429,    0.957,    22.19
   11.88,    6.938,  0.09369,    0.483,   -0.427,    1.359,    22.10
   11.90,    7.036,  0.08521,    0.488,   -0.426,    1.219,    22.43
   11.92,    6.654,  0.05996,    0.488,   -0.435,    0.869,    22.70
   11.94,    6.100,  0.05535,    0.482,   -0.435,    0.877,    22.88
   11.96,    5.689,  0.04714,    0.483,   -0.435,    0.808,    23.20
   11.98,    5.278,  0.04875,    0.483,   -0.436,    0.887,    22.89
   12.00,    4.356,  0.06071,    0.480,   -0.437,    1.269,    22.99
   12.02,    3.260,  0.06471,    0.483,   -0.433,    1.781,    23.11
   12.04,    2.556,  0.07343,    0.481,   -0.429,    2.742,    23.32
   12.06,    2.849,  0.08926,    0.485,   -0.425,    3.291,    22.91
   12.08,    3.833,  0.11132,    0.481,   -0.423,    3.173,    23.03
   12.10,    5.031,  0.12317,    0.480,   -0.425,    2.559,    22.69
   12.12,    5.423,  0.10156,    0.484,   -0.430,    1.880,    22.80
   12.14,    5.403,  0.07001,    0.479,   -0.432,    1.296,    22.86
   12.16,    5.956,  0.05778,    0.480,   -0.435,    0.997,    22.76
   12.18,    6.650,  0.05326,    0.479,   -0.442,    0.820,    22.23
   12.20,    7.086,  0.04217,    0.480,   -0.451,    0.604,    22.00
   12.22,    7.345,  0.02990,    0.480,   -0.453,    0.412,    22.00
   12.24,    7.298,  0.02548,    0.484,   -0.453,    0.347,    22.41
   12.26,    7.303,  0.02952,    0.483,   -0.452,    0.406,    22.88
   12.28,    7.363,  0.03400,    0.478,   -0.451,    0.463,    22.88
   12.30,    7.279,  0.03890,    0.482,   -0.450,    0.529,    23.32
   12.32,    7.075,  0.04281,    0.480,   -0.450,    0.596,    23.32
   12.34,    6.913,  0.04324,    0.483,   -0.449,    0.618,    23.51
   12.36,    6.789,  0.04321,    0.480,   -0.449,    0.630,    23.76
   12.38,    6.715,  0.04512,    0.479,   -0.448,    0.669,    23.76
   12.40,    6.709,  0.05220,    0.482,   -0.446,    0.779,    23.61
   12.42,    6.696,  0.04789,    0.479,   -0.445,    0.714,    23.76
   12.44,    6.679,  0.05034,    0.476,   -0.443,    0.751,    23.76
   12.46,    6.647,  0.04308,    0.481,   -0.442,    0.648,    23.76
   12.48,    6.740,  0.03275,    0.478,   -0.440,    0.491,    24.04
   12.50,    6.978,  0.02826,    0.476,   -0.438,    0.415,    23.76
   12.52,    7.158,  0.02840,    0.480,   -0.437,    0.399,    23.76
   12.54,    7.182,  0.03189,    0.478,   -0.435,    0.444,    23.76
   12.56,    7.020,  0.04074,    0.476,   -0.435,    0.580,    23.81
   12.58,    6.957,  0.04816,    0.477,   -0.433,    0.692,    23.86
   12.60,    6.873,  0.04647,    0.477,   -0.432,    0.676,    23.96
   12.62,    6.799,  0.03719,    0.477,   -0.431,    0.547,    23.81
   12.64,    6.758,  0.03251,    0.477,   -0.429,    0.481,    23.86
   12.66,    6.898,  0.03002,    0.477,   -0.427,    0.436,    23.76
   12.68,    7.172,  0.02880,    0.476,   -0.425,    0.402,    24.14
   12.70,    7.209,  0.03133,    0.475,   -0.424,    0.435,    23.76
   12.72,    7.092,  0.03455,    0.479,   -0.422,    0.487,    23.99
   12.74,    7.007,  0.03884,    0.479,   -0.421,    0.554,    24.14
   12.76,    6.909,  0.03859,    0.476,   -0.420,    0.558,    24.12
   12.78,    6.909,  0.03995,    0.474,   -0.419,    0.578,    23.97
   12.80,    6.990,  0.04166,    0.477,   -0.417,    0.596,    23.83
   12.82,    7.057,  0.04638,    0.480,   -0.415,    0.658,    23.84
   12.84,    7.121,  0.04286,    0.478,   -0.413,    0.602,    23.99
   12.86,    7.130,  0.04239,    0.475,   -0.412,    0.595,    24.13
   12.88,    7.182,  0.04508,    0.475,   -0.409,    0.628,    24.12
   12.90,    7.344,  0.04449,    0.474,   -0.406,    0.607,    23.98
   12.92,    7.513,  0.04065,    0.473,   -0.404,    0.541,    24.13
   12.94,    7.466,  0.04368,    0.473,   -0.402,    0.585,    24.12
   12.96,    7.561,  0.05058,    0.476,   -0.400,    0.669,    23.97
   12.98,    7.712,  0.05302,    0.480,   -0.396,    0.688,    24.14
   13.00,    7.895,  0.05547,    0.477,   -0.394,    0.710,    24.12
   13.02,    8.034,  0.05598,    0.474,   -0.392,    0.701,    23.97
   13.04,    8.320,  0.05744,    0.475,   -0.389,    0.707,    24.14
   13.06,    8.556,  0.05531,    0.477,   -0.386,    0.659,    23.76
   13.08,    8.780,  0.05646,    0.476,   -0.382,    0.643,    23.76
   13.10,    8.929,  0.05202,    0.473,   -0.379,    0.583,    23.76
   13.12,    8.976,  0.04546,    0.476,   -0.376,    0.506,    24.14
   13.14,    8.995,  0.04543,    0.475,   -0.373,    0.505,    23.76
   13.16,    8.931,  0.04737,    0.473,   -0.371,    0.530,    24.11
   13.18,    8.801,  0.05352,    0.472,   -0.368,    0.607,    24.14
   13.20,    8.473,  0.06033,    0.474,   -0.367,    0.709,    24.20
   13.22,    8.069,  0.05706,    0.476,   -0.365,    0.704,    24.20
   13.24,    7.862,  0.04771,    0.478,   -0.362,    0.606,    24.56
   13.26,    7.786,  0.04451,    0.475,   -0.359,    0.571,    24.20
   13.28,    7.806,  0.03665,    0.471,   -0.356,    0.470,    24.25
   13.30,    7.896,  0.04306,    0.473,   -0.353,    0.546,    24.31
   13.32,    7.842,  0.05771,    0.474,   -0.353,    0.734,    24.20
   13.34,    7.684,  0.05757,    0.475,   -0.351,    0.748,    24.62
   13.36,    7.580,  0.05460,    0.473,   -0.348,    0.719,    24.20
   13.38,    7.566,  0.00000,    0.471,   -0.347,    0.000,    24.35
   13.40,    7.569,  0.00000,    0.473,   -0.342,    0.000,    24.21
   13.42,    7.817,  0.00000,    0.472,   -0.339,    0.000,    24.20
   13.44,    8.073,  0.00000,    0.472,   -0.342,    0.000,    24.20
   13.46,    7.981,  0.00000,    0.472,   -0.350,    0.000,    24.20
   13.47,    8.019,  0.00000,    0.471,    0.000,    0.000,    24.20
