Projektnummer           ,6409098
Sondierung              ,CPT02
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
    4.74,   21.410,  0.18431,    0.464,    0.012,    0.864,    19.36
    4.76,   22.089,  0.18992,    0.466,    0.010,    0.861,    20.13
    4.78,   22.527,  0.18916,    0.469,    0.011,    0.851,    20.24
    4.80,   22.753,  0.18990,    0.469,    0.011,    0.842,    19.92
    4.82,   23.196,  0.18950,    0.467,    0.012,    0.821,    19.46
    4.84,   23.467,  0.19211,    0.466,    0.012,    0.821,    19.44
    4.86,   23.935,  0.19418,    0.466,    0.012,    0.815,    18.97
    4.88,   24.345,  0.19310,    0.481,    0.013,    0.795,    18.92
    4.90,   24.683,  0.19199,    0.469,    0.012,    0.779,    18.55
    4.92,   25.094,  0.19377,    0.472,    0.013,    0.773,    18.48
    4.94,   25.214,  0.19603,    0.471,    0.014,    0.777,    18.48
    4.96,   25.524,  0.19775,    0.469,    0.013,    0.775,    18.20
    4.98,   25.788,  0.20035,    0.469,    0.014,    0.778,    18.11
    5.00,   26.055,  0.20215,    0.467,    0.014,    0.777,    18.06
    5.02,   26.220,  0.20304,    0.474,    0.015,    0.774,    18.04
    5.04,   26.365,  0.20267,    0.479,    0.014,    0.766,    18.04
    5.06,   26.391,  0.20389,    0.476,    0.016,    0.772,    18.20
    5.08,   26.437,  0.20526,    0.473,    0.017,    0.781,    18.04
    5.10,   26.625,  0.20919,    0.470,    0.017,    0.787,    18.04
    5.12,   27.010,  0.21427,    0.477,    0.017,    0.798,    18.04
    5.14,   27.414,  0.21804,    0.477,    0.017,    0.800,    19.80
    5.16,   27.720,  0.22029,    0.470,    0.017,    0.798,    19.36
    5.18,   27.810,  0.22096,    0.473,    0.017,    0.795,    19.36
    5.20,   27.745,  0.21967,    0.476,    0.017,    0.790,    19.36
    5.22,   27.509,  0.21879,    0.474,    0.018,    0.793,    19.22
    5.24,   27.398,  0.21705,    0.469,    0.018,    0.791,    19.36
    5.26,   27.301,  0.21446,    0.474,    0.018,    0.785,    19.36
    5.28,   27.305,  0.21315,    0.472,    0.019,    0.780,    18.96
    5.30,   27.442,  0.21278,    0.478,    0.019,    0.777,    19.36
    5.32,   27.651,  0.21351,    0.471,    0.019,    0.774,    19.33
    5.34,   27.815,  0.21393,    0.472,    0.019,    0.770,    18.92
    5.36,   27.934,  0.21478,    0.475,    0.019,    0.770,    19.24
    5.38,   28.074,  0.21466,    0.471,    0.020,    0.766,    18.92
    5.40,   28.205,  0.21543,    0.468,    0.020,    0.764,    18.92
    5.42,   28.184,  0.21575,    0.475,    0.020,    0.766,    18.65
    5.44,   28.286,  0.21773,    0.468,    0.020,    0.770,    18.92
    5.46,   28.421,  0.21931,    0.477,    0.020,    0.772,    18.48
    5.48,   28.339,  0.22116,    0.471,    0.020,    0.779,    18.50
    5.50,   28.134,  0.22124,    0.473,    0.021,    0.783,    18.92
    5.52,   27.912,  0.22059,    0.474,    0.021,    0.788,    19.03
    5.54,   27.686,  0.21788,    0.470,    0.021,    0.784,    18.92
    5.56,   27.368,  0.21424,    0.473,    0.021,    0.780,    19.16
    5.58,   27.124,  0.21103,    0.471,    0.022,    0.776,    19.36
    5.60,   27.003,  0.21004,    0.476,    0.022,    0.778,    19.09
    5.62,   27.040,  0.20793,    0.469,    0.022,    0.770,    19.36
    5.64,   27.150,  0.20532,    0.470,    0.021,    0.757,    18.92
    5.66,   27.373,  0.20404,    0.473,    0.022,    0.746,    18.92
    5.68,   27.599,  0.20551,    0.467,    0.022,    0.745,    18.90
    5.70,   27.853,  0.20839,    0.476,    0.023,    0.749,    18.48
    5.72,   28.385,  0.21264,    0.467,    0.023,    0.750,    18.21
    5.74,   29.180,  0.21690,    0.470,    0.023,    0.744,    18.04
    5.76,   29.999,  0.22230,    0.472,    0.022,    0.742,    18.04
    5.78,   30.359,  0.22804,    0.478,    0.023,    0.752,    18.03
    5.80,   30.640,  0.23320,    0.468,    0.023,    0.762,    18.04
    5.82,   30.885,  0.23515,    0.471,    0.023,    0.762,    18.04
    5.84,   31.201,  0.23551,    0.471,    0.023,    0.756,    17.92
    5.86,   31.638,  0.23518,    0.475,    0.023,    0.746,    18.07
    5.88,   32.117,  0.00000,    0.474,    0.024,    0.000,    18.53
    5.90,   32.658,  0.00000,    0.468,    0.024,    0.000,    18.82
    5.92,   33.279,  0.00000,    0.469,    0.024,    0.000,    18.76
    5.94,   33.819,  0.00000,    0.469,    0.024,    0.000,    18.92
    5.96,   34.072,  0.00000,    0.468,    0.025,    0.000,    18.76
    5.97,   34.183,  0.00000,    0.465,    0.000,    0.000,    18.92
