Projektnummer           ,6409098
Sondierung              ,CPT14
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
     (m),    (MPa),    (MPa),   (Grad),    (MPa),      (%),   (mm/s)
   28.00,    0.031,  0.00000,    0.000,    0.000,    0.000,     0.00
   28.02,    0.145,  0.00000,    0.000,    0.000,    0.000,    17.72
   28.04,    0.381,  0.02744,    0.000,    0.000,    9.018,    18.92
   28.06,    2.130,  0.04941,    0.000,    0.000,    5.450,    18.17
   28.08,    5.894,  0.09556,    0.000,    0.000,    1.666,    14.52
   28.10,   14.292,  0.13934,    0.000,    0.000,    1.090,     5.83
   28.12,   27.321,  0.19308,    0.000,    0.000,    0.716,     3.96
   28.14,   35.438,  0.25913,    0.000,    0.000,    0.738,     6.60
   28.16,   41.563,  0.31947,    0.000,    0.000,    0.786,     8.25
   28.18,   44.480,  0.36153,    0.000,    0.000,    0.816,    10.56
   28.20,   46.857,  0.42096,    0.000,    0.000,    0.907,    11.30
   28.22,   51.982,  0.48712,    0.000,    0.000,    0.946,     8.87
   28.24,   57.935,  0.56719,    0.000,    0.000,    0.986,     8.10
   28.26,   63.041,  0.63778,    0.000,    0.000,    1.023,     7.37
   28.28,   67.833,  0.71446,    0.000,    0.000,    1.056,     8.68
   28.30,   70.231,  0.76532,    0.000,    0.000,    1.092,     9.90
   28.32,   72.331,  0.80920,    0.000,    0.000,    1.122,    10.56
   28.34,   74.427,  0.84081,    0.000,    0.000,    1.134,    11.08
   28.36,   75.384,  0.86378,    0.000,    0.000,    1.147,    12.09
   28.38,   75.717,  0.87711,    0.000,    0.000,    1.158,    13.70
   28.40,   76.073,  0.88228,    0.000,    0.000,    1.162,    14.42
   28.42,   75.896,  0.88795,    0.000,    0.000,    1.169,    16.25
   28.44,   75.592,  0.89464,    0.000,    0.000,    1.183,    17.05
   28.46,   75.362,  0.89645,    0.000,    0.000,    1.188,    18.04
   28.48,   75.378,  0.90129,    0.000,    0.000,    1.196,    18.92
   28.50,   75.201,  0.91873,    0.000,    0.000,    1.222,    19.36
   28.52,   75.129,  0.91744,    0.000,    0.000,    1.222,    19.03
   28.54,   75.303,  0.91423,    0.000,    0.000,    1.213,    19.39
   28.56,   74.457,  0.91519,    0.000,    0.000,    1.227,    19.83
   28.58,   74.093,  0.92208,    0.000,    0.000,    1.241,    19.80
   28.60,   74.347,  0.91167,    0.000,    0.000,    1.229,    20.21
   28.62,   74.044,  0.90492,    0.000,    0.000,    1.223,    20.29
   28.64,   72.835,  0.91736,    0.000,    0.000,    1.254,    20.31
   28.66,   73.413,  0.91264,    0.000,    0.000,    1.241,    20.60
   28.68,   73.558,  0.90629,    0.000,    0.000,    1.233,    20.68
   28.70,   73.335,  0.93124,    0.000,    0.000,    1.270,    20.97
   28.72,   72.766,  0.93329,    0.000,    0.000,    1.279,    20.94
   28.74,   72.058,  0.92338,    0.000,    0.000,    1.272,    20.90
   28.76,   70.488,  0.89792,    0.000,    0.000,    1.266,    21.12
   28.78,   69.817,  0.88116,    0.000,    0.000,    1.259,    21.24
   28.80,   69.214,  0.87304,    0.000,    0.000,    1.258,    21.18
   28.82,   69.637,  0.85565,    0.000,    0.000,    1.235,    21.11
   28.84,   71.299,  0.86814,    0.000,    0.000,    1.222,    20.68
   28.86,   72.645,  0.88383,    0.000,    0.000,    1.221,    20.65
   28.88,   72.775,  0.90580,    0.000,    0.000,    1.244,    20.68
   28.90,   72.495,  0.90467,    0.000,    0.000,    1.247,    21.44
   28.92,   73.650,  0.90208,    0.000,    0.000,    1.229,    20.68
   28.94,   74.696,  0.92590,    0.000,    0.000,    1.243,    20.24
   28.96,   75.677,  0.93536,    0.000,    0.000,    1.238,    20.43
   28.98,   76.760,  0.95253,    0.000,    0.000,    1.241,    20.48
   29.00,   76.448,  0.95337,    0.000,    0.000,    1.245,    20.88
   29.02,   76.411,  0.95277,    0.000,    0.000,    1.249,    20.85
   29.04,   76.407,  0.94108,    0.000,    0.000,    1.229,    20.81
   29.06,   75.954,  0.93600,    0.000,    0.000,    1.231,    21.49
   29.08,   75.630,  0.92376,    0.000,    0.000,    1.219,    21.15
   29.10,   75.572,  0.91671,    0.000,    0.000,    1.219,    21.15
   29.12,   75.319,  0.92510,    0.000,    0.000,    1.228,    21.56
   29.14,   75.181,  0.93175,    0.000,    0.000,    1.235,    21.27
   29.16,   75.969,  0.92849,    0.000,    0.000,    1.229,    21.32
   29.18,   76.363,  0.92917,    0.000,    0.000,    1.217,    21.31
   29.20,   76.133,  0.92975,    0.000,    0.000,    1.219,    21.25
   29.22,   75.900,  0.92668,    0.000,    0.000,    1.220,    21.19
   29.24,   75.726,  0.92206,    0.000,    0.000,    1.215,    21.12
   29.26,   75.645,  0.92710,    0.000,    0.000,    1.224,    21.12
   29.28,   75.860,  0.94598,    0.000,    0.000,    1.250,    21.56
   29.30,   75.495,  0.94072,    0.000,    0.000,    1.245,    21.56
   29.32,   75.969,  0.94289,    0.000,    0.000,    1.248,    21.33
   29.34,   76.502,  0.95318,    0.000,    0.000,    1.248,    21.56
   29.36,   76.414,  0.95430,    0.000,    0.000,    1.245,    21.56
   29.38,   75.528,  0.94733,    0.000,    0.000,    1.252,    21.60
   29.40,   76.068,  0.00000,    0.000,    0.000,    0.000,    21.17
   29.42,   75.792,  0.00000,    0.000,    0.000,    0.000,    21.56
   29.44,   76.447,  0.00000,    0.000,    0.000,    0.000,    21.26
   29.46,   76.688,  0.00000,    0.000,    0.000,    0.000,    21.12
