Projektnummer           ,6409098
Sondierung              ,CPT03
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
    7.48,   48.385,  0.39418,    0.488,    0.008,    0.815,    12.32
    7.50,   48.008,  0.39980,    0.493,    0.008,    0.833,    13.64
    7.52,   47.394,  0.39876,    0.487,    0.007,    0.836,    14.50
    7.54,   46.656,  0.39544,    0.488,    0.007,    0.846,    15.24
    7.56,   45.830,  0.38902,    0.484,    0.007,    0.848,    15.59
    7.58,   45.076,  0.38423,    0.489,    0.008,    0.849,    16.28
    7.60,   44.776,  0.37435,    0.492,    0.009,    0.836,    15.67
    7.62,   45.114,  0.38440,    0.493,    0.009,    0.854,    13.70
    7.64,   45.773,  0.38665,    0.495,    0.010,    0.847,    12.73
    7.66,   46.792,  0.38158,    0.489,    0.009,    0.817,    10.56
    7.68,   47.934,  0.38650,    0.473,    0.009,    0.809,     8.80
    7.70,   49.063,  0.39672,    0.480,    0.000,    0.809,     7.08
    7.72,   49.804,  0.41034,    0.564,    0.008,    0.825,     6.01
    7.74,   50.364,  0.41017,    0.473,    0.010,    0.815,     5.32
    7.76,   50.497,  0.39359,    0.478,    0.008,    0.778,    11.50
    7.78,   49.859,  0.38951,    0.487,    0.006,    0.774,    16.37
    7.80,   48.717,  0.39131,    0.480,    0.008,    0.796,    19.36
    7.82,   49.000,  0.38006,    0.491,    0.007,    0.776,    18.48
    7.84,   49.537,  0.37463,    0.482,    0.006,    0.756,    18.61
    7.86,   49.178,  0.36694,    0.480,    0.006,    0.744,    19.52
    7.88,   48.415,  0.36543,    0.481,    0.007,    0.752,    20.08
    7.90,   47.132,  0.37070,    0.481,   -0.057,    0.789,    20.08
    7.92,   46.777,  0.35916,    0.476,    0.005,    0.766,    20.68
    7.94,   46.578,  0.35136,    0.473,    0.010,    0.753,    19.80
    7.96,   46.191,  0.33746,    0.469,    0.009,    0.729,    20.24
    7.98,   46.092,  0.33460,    0.467,    0.011,    0.726,    20.57
    8.00,   46.420,  0.33042,    0.469,    0.012,    0.714,    20.24
    8.02,   47.481,  0.33481,    0.469,    0.010,    0.707,    19.80
    8.04,   47.961,  0.33199,    0.465,    0.012,    0.693,    19.91
    8.06,   48.376,  0.33493,    0.471,    0.011,    0.693,    20.14
    8.08,   48.777,  0.33076,    0.466,    0.011,    0.679,    20.14
    8.10,   49.337,  0.33137,    0.465,    0.011,    0.672,    19.91
    8.12,   49.569,  0.34540,    0.465,    0.013,    0.698,    20.14
    8.14,   50.460,  0.34184,    0.463,    0.012,    0.678,    19.91
    8.16,   51.516,  0.34981,    0.466,    0.012,    0.680,    19.80
    8.18,   52.332,  0.36100,    0.467,    0.014,    0.690,    19.49
    8.20,   52.571,  0.34238,    0.465,    0.010,    0.651,    19.93
    8.22,   52.316,  0.34817,    0.469,    0.012,    0.666,    19.51
    8.24,   52.441,  0.35208,    0.466,    0.011,    0.672,    19.64
    8.26,   52.256,  0.35341,    0.470,    0.011,    0.676,    19.80
    8.28,   52.352,  0.34859,    0.473,    0.011,    0.666,    19.36
    8.30,   52.318,  0.34657,    0.469,    0.011,    0.663,    19.58
    8.32,   51.919,  0.34448,    0.472,    0.009,    0.660,    20.02
    8.34,   51.198,  0.34239,    0.475,    0.009,    0.669,    20.02
    8.36,   50.781,  0.34364,    0.473,    0.009,    0.674,    20.24
    8.38,   50.341,  0.33964,    0.477,    0.009,    0.671,    20.44
    8.40,   49.500,  0.34839,    0.482,    0.010,    0.702,    19.99
    8.42,   48.437,  0.34104,    0.483,    0.006,    0.700,    20.42
    8.44,   47.395,  0.32413,    0.478,    0.006,    0.680,    20.83
    8.46,   46.871,  0.31481,    0.483,    0.011,    0.672,    20.68
    8.48,   47.049,  0.30823,    0.480,    0.011,    0.656,    20.60
    8.50,   47.257,  0.30538,    0.478,    0.012,    0.646,    20.16
    8.52,   47.608,  0.31007,    0.479,    0.013,    0.653,    19.80
    8.54,   48.189,  0.30517,    0.476,    0.011,    0.634,    19.89
    8.56,   48.257,  0.30834,    0.476,    0.008,    0.638,    20.39
    8.58,   47.846,  0.31864,    0.476,    0.009,    0.666,    21.09
    8.60,   48.427,  0.32769,    0.482,    0.008,    0.680,    20.25
    8.62,   48.464,  0.33402,    0.484,    0.006,    0.689,    20.25
    8.64,   48.258,  0.33104,    0.483,    0.011,    0.686,    19.80
    8.66,   48.311,  0.34219,    0.480,    0.013,    0.707,    20.24
    8.68,   47.824,  0.34948,    0.478,    0.011,    0.727,    21.06
    8.70,   46.587,  0.33287,    0.483,    0.011,    0.708,    21.12
    8.72,   45.543,  0.32620,    0.480,    0.010,    0.708,    21.12
    8.74,   44.354,  0.33005,    0.479,    0.012,    0.735,    21.38
    8.76,   43.258,  0.32566,    0.481,    0.011,    0.745,    21.35
    8.78,   42.497,  0.33095,    0.485,    0.012,    0.775,    21.41
    8.80,   42.536,  0.33404,    0.478,    0.013,    0.785,    21.01
    8.82,   42.899,  0.31637,    0.484,    0.009,    0.741,    21.12
    8.84,   42.844,  0.29301,    0.477,    0.007,    0.683,    20.68
    8.86,   42.066,  0.29203,    0.481,    0.011,    0.679,    21.52
    8.88,   41.428,  0.28776,    0.484,    0.013,    0.691,    21.49
    8.90,   41.202,  0.00000,    0.478,    0.013,    0.000,    21.56
    8.92,   41.298,  0.00000,    0.479,    0.014,    0.000,    20.94
    8.94,   41.361,  0.00000,    0.485,    0.013,    0.000,    21.33
    8.96,   40.759,  0.00000,    0.480,    0.012,    0.000,    21.56
    8.98,   39.859,  0.00000,    0.479,    0.000,    0.000,    21.56
    8.99,   39.210,  0.00000,    0.477,    0.000,    0.000,    21.56
