Projektnummer           ,6409098
Sondierung              ,CPT13
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
     (m),    (MPa),    (MPa),   (Grad),    (MPa),      (%),   (mm/s)
   26.50,    0.075,  0.00000,    0.000,    0.000,    0.000,     0.00
   26.52,    0.380,  0.00000,    0.000,    0.000,    0.000,    17.73
   26.54,    0.914,  0.03340,    0.000,    0.000,    4.482,    18.26
   26.56,    2.714,  0.06898,    0.000,    0.000,    3.622,    17.72
   26.58,    6.130,  0.12428,    0.000,    0.000,    2.264,    14.70
   26.60,   11.021,  0.17502,    0.000,    0.000,    1.713,    10.36
   26.62,   19.726,  0.22834,    0.000,    0.000,    1.198,     5.72
   26.64,   27.747,  0.28297,    0.000,    0.000,    1.047,     7.48
   26.66,   34.234,  0.34013,    0.000,    0.000,    1.003,     6.61
   26.68,   39.470,  0.38552,    0.000,    0.000,    0.990,     8.72
   26.70,   44.259,  0.42861,    0.000,    0.000,    0.973,     8.91
   26.72,   47.726,  0.47750,    0.000,    0.000,    1.014,     9.90
   26.74,   51.800,  0.52339,    0.000,    0.000,    1.020,     9.56
   26.76,   55.056,  0.55510,    0.000,    0.000,    1.015,    10.12
   26.78,   57.914,  0.59697,    0.000,    0.000,    1.035,    11.00
   26.80,   60.625,  0.62786,    0.000,    0.000,    1.040,    11.08
   26.82,   62.032,  0.65377,    0.000,    0.000,    1.059,    12.32
   26.84,   62.990,  0.67906,    0.000,    0.000,    1.081,    13.64
   26.86,   63.016,  0.71860,    0.000,    0.000,    1.138,    14.96
   26.88,   65.317,  0.73165,    0.000,    0.000,    1.122,    13.14
   26.90,   68.108,  0.74768,    0.000,    0.000,    1.103,    12.63
   26.92,   69.654,  0.74242,    0.000,    0.000,    1.069,    13.94
   26.94,   69.492,  0.75211,    0.000,    0.000,    1.082,    15.81
   26.96,   70.007,  0.74913,    0.000,    0.000,    1.073,    16.72
   26.98,   70.741,  0.76734,    0.000,    0.000,    1.090,    16.84
   27.00,   71.052,  0.78285,    0.000,    0.000,    1.101,    18.04
   27.02,   69.990,  0.77503,    0.000,    0.000,    1.103,    19.40
   27.04,   67.979,  0.74952,    0.000,    0.000,    1.093,    20.24
   27.06,   63.444,  0.76375,    0.000,    0.000,    1.188,    20.70
   27.08,   57.706,  0.78411,    0.000,    0.000,    1.343,    20.69
   27.10,   59.328,  0.73911,    0.000,    0.000,    1.257,    20.33
   27.12,   66.271,  0.71429,    0.000,    0.000,    1.094,    19.80
   27.14,   69.995,  0.70604,    0.000,    0.000,    1.016,    19.80
   27.16,   71.147,  0.66743,    0.000,    0.000,    0.939,    19.79
   27.18,   70.827,  0.66656,    0.000,    0.000,    0.938,    20.27
   27.20,   68.502,  0.69099,    0.000,    0.000,    0.999,    20.68
   27.22,   68.305,  0.73339,    0.000,    0.000,    1.076,    21.02
   27.24,   70.402,  0.79700,    0.000,    0.000,    1.140,    20.24
   27.26,   68.980,  0.81453,    0.000,    0.000,    1.160,    21.12
   27.28,   67.513,  0.74971,    0.000,    0.000,    1.113,    21.12
   27.30,   68.003,  0.72532,    0.000,    0.000,    1.069,    20.92
   27.32,   67.341,  0.74477,    0.000,    0.000,    1.101,    21.28
   27.34,   65.910,  0.74260,    0.000,    0.000,    1.124,    21.22
   27.36,   66.039,  0.73894,    0.000,    0.000,    1.122,    21.07
   27.38,   68.918,  0.77330,    0.000,    0.000,    1.126,    20.64
   27.40,   71.026,  0.78051,    0.000,    0.000,    1.100,    20.22
