Projektnummer           ,6409098
Sondierung              ,CPT21
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
   38.56,   80.200,  1.59519,    0.000,    0.000,    1.985,    19.80
   38.58,   80.636,  1.58820,    0.000,    0.000,    1.970,    19.67
   38.60,   80.076,  1.60193,    0.000,    0.000,    2.002,    19.80
   38.62,   79.593,  1.64988,    0.000,    0.000,    2.072,    20.24
   38.64,   79.328,  1.66422,    0.000,    0.000,    2.099,    20.24
   38.66,   80.261,  1.66506,    0.000,    0.000,    2.077,    19.95
   38.68,   80.455,  1.71015,    0.000,    0.000,    2.125,    19.95
   38.70,   80.695,  1.73627,    0.000,    0.000,    2.163,    19.80
   38.72,   82.054,  1.73989,    0.000,    0.000,    2.138,    19.48
   38.74,   83.054,  1.71967,    0.000,    0.000,    2.078,    19.47
   38.76,   83.819,  1.63496,    0.000,    0.000,    1.956,    18.98
   38.78,   85.060,  1.62579,    0.000,    0.000,    1.915,    18.49
   38.80,   86.549,  1.64666,    0.000,    0.000,    1.916,    17.50
   38.82,   86.517,  1.68770,    0.000,    0.000,    1.952,    18.25
   38.84,   87.642,  1.69695,    0.000,    0.000,    1.945,    18.04
   38.86,   88.288,  1.72544,    0.000,    0.000,    1.961,    17.17
   38.88,   90.213,  1.72368,    0.000,    0.000,    1.917,    13.91
   38.90,   91.324,  0.00000,    0.000,    0.000,    0.000,    13.38
   38.92,   91.922,  0.00000,    0.000,    0.000,    0.000,    13.89
   38.94,   91.474,  0.00000,    0.000,    0.000,    0.000,    12.40
   38.96,   90.510,  0.00000,    0.000,    0.000,    0.000,     2.64
