Projektnummer           ,6409098
Sondierung              ,CPT05
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
   14.10,    9.433,  0.06442,    0.269,   -0.266,    0.683,    21.12
   14.12,    9.530,  0.06725,    0.265,   -0.266,    0.706,    21.19
   14.14,    9.591,  0.06753,    0.261,   -0.267,    0.704,    21.56
   14.16,    9.599,  0.06669,    0.258,   -0.274,    0.695,    21.61
   14.18,    9.655,  0.06532,    0.259,   -0.281,    0.677,    21.56
   14.20,    9.700,  0.06517,    0.261,   -0.285,    0.672,    21.89
   14.22,    9.761,  0.05971,    0.260,   -0.298,    0.612,    21.97
   14.24,    9.805,  0.05771,    0.259,   -0.310,    0.589,    21.56
   14.26,    9.807,  0.05956,    0.254,   -0.314,    0.607,    21.56
   14.28,    9.796,  0.06030,    0.252,   -0.315,    0.616,    21.56
   14.30,    9.766,  0.06052,    0.253,   -0.318,    0.620,    21.77
   14.32,    9.724,  0.06068,    0.252,   -0.318,    0.623,    21.70
   14.34,    9.658,  0.06157,    0.257,   -0.314,    0.637,    21.63
   14.36,    9.639,  0.06149,    0.257,   -0.308,    0.638,    21.56
   14.38,    9.688,  0.06117,    0.258,   -0.304,    0.632,    22.00
   14.40,    9.708,  0.06148,    0.259,   -0.300,    0.633,    21.71
   14.42,    9.720,  0.06421,    0.257,   -0.295,    0.661,    22.00
   14.44,    9.732,  0.06411,    0.256,   -0.292,    0.658,    21.70
   14.46,    9.663,  0.06584,    0.257,   -0.289,    0.680,    22.39
   14.48,    9.552,  0.06307,    0.257,   -0.287,    0.659,    22.00
   14.50,    9.503,  0.06031,    0.256,   -0.286,    0.634,    22.32
   14.52,    9.468,  0.05766,    0.257,   -0.289,    0.609,    22.24
   14.54,    9.546,  0.05460,    0.255,   -0.307,    0.573,    22.15
   14.56,    9.506,  0.05524,    0.253,   -0.315,    0.579,    22.06
   14.58,    9.391,  0.05566,    0.252,   -0.318,    0.593,    22.44
   14.60,    9.324,  0.05493,    0.249,   -0.313,    0.589,    22.44
   14.62,    9.287,  0.05267,    0.251,   -0.310,    0.566,    22.44
   14.64,    9.296,  0.05539,    0.253,   -0.306,    0.597,    22.77
   14.66,    9.200,  0.05526,    0.248,   -0.304,    0.597,    22.45
   14.68,    9.134,  0.04748,    0.249,   -0.301,    0.518,    22.88
   14.70,    9.097,  0.05173,    0.250,   -0.296,    0.569,    22.64
   14.72,    9.152,  0.05813,    0.252,   -0.290,    0.637,    22.88
   14.74,    9.255,  0.06317,    0.248,   -0.286,    0.686,    22.88
   14.76,    9.291,  0.06426,    0.250,   -0.281,    0.692,    22.52
   14.78,    9.196,  0.06821,    0.250,   -0.275,    0.739,    22.88
   14.80,    9.276,  0.07832,    0.248,   -0.268,    0.849,    22.88
   14.82,    9.464,  0.07304,    0.249,   -0.262,    0.778,    22.88
   14.84,    9.639,  0.06436,    0.249,   -0.258,    0.672,    22.88
   14.86,    9.743,  0.05989,    0.246,   -0.268,    0.617,    22.88
   14.88,    9.971,  0.06675,    0.251,   -0.296,    0.676,    22.88
   14.90,   10.349,  0.07443,    0.249,   -0.326,    0.728,    22.86
   14.92,   10.631,  0.07829,    0.247,   -0.349,    0.742,    22.80
   14.94,   10.776,  0.07758,    0.247,   -0.348,    0.722,    22.88
   14.96,   10.929,  0.07054,    0.247,   -0.347,    0.650,    22.88
   14.98,   11.308,  0.06594,    0.243,   -0.357,    0.592,    22.88
   15.00,   11.536,  0.06352,    0.246,   -0.368,    0.557,    22.88
   15.02,   11.651,  0.06948,    0.247,   -0.377,    0.597,    22.88
   15.04,   11.582,  0.08280,    0.243,   -0.382,    0.712,    22.88
   15.06,   11.407,  0.09477,    0.247,   -0.380,    0.825,    23.30
   15.08,   11.263,  0.10402,    0.242,   -0.378,    0.921,    23.22
   15.10,   11.249,  0.10537,    0.247,   -0.375,    0.938,    23.32
   15.12,   11.343,  0.08826,    0.243,   -0.372,    0.780,    22.98
   15.14,   11.500,  0.05228,    0.247,   -0.379,    0.459,    23.32
   15.16,   11.990,  0.04719,    0.241,   -0.397,    0.399,    23.03
   15.18,   12.673,  0.07037,    0.239,   -0.423,    0.566,    22.63
   15.20,   13.480,  0.09470,    0.239,   -0.449,    0.714,    22.35
   15.22,   13.970,  0.10723,    0.243,   -0.455,    0.774,    22.44
   15.24,   13.857,  0.11108,    0.237,   -0.452,    0.796,    23.11
   15.26,   13.905,  0.11138,    0.237,   -0.450,    0.806,    23.10
   15.28,   14.430,  0.11356,    0.240,   -0.447,    0.799,    22.88
   15.30,   15.084,  0.10512,    0.232,   -0.450,    0.707,    22.44
   15.32,   15.411,  0.08521,    0.231,   -0.467,    0.556,    22.44
   15.34,   15.352,  0.07826,    0.232,   -0.477,    0.507,    22.44
   15.36,   15.053,  0.06735,    0.238,   -0.486,    0.442,    23.02
   15.38,   14.489,  0.06144,    0.236,   -0.496,    0.415,    22.92
   15.40,   13.985,  0.07286,    0.240,   -0.501,    0.513,    23.43
   15.42,   13.705,  0.08228,    0.235,   -0.502,    0.595,    23.52
   15.44,   13.505,  0.07393,    0.238,   -0.502,    0.543,    23.39
   15.46,   13.057,  0.06339,    0.235,   -0.502,    0.475,    23.76
   15.48,   12.751,  0.06327,    0.233,   -0.501,    0.493,    23.56
   15.50,   12.908,  0.06145,    0.236,   -0.500,    0.480,    23.66
   15.52,   13.272,  0.06445,    0.233,   -0.500,    0.493,    23.32
   15.54,   13.304,  0.06789,    0.234,   -0.500,    0.511,    23.60
   15.56,   13.021,  0.07966,    0.234,   -0.500,    0.612,    23.76
   15.58,   12.611,  0.09517,    0.233,   -0.500,    0.754,    23.76
   15.60,   12.374,  0.10515,    0.234,   -0.499,    0.844,    24.06
   15.62,   12.158,  0.10461,    0.232,   -0.498,    0.852,    23.91
   15.64,   12.168,  0.09486,    0.231,   -0.497,    0.783,    23.77
   15.66,   12.433,  0.08395,    0.232,   -0.496,    0.684,    23.90
   15.68,   12.738,  0.07759,    0.232,   -0.494,    0.615,    23.76
   15.70,   13.162,  0.07587,    0.230,   -0.494,    0.576,    23.74
   15.72,   13.095,  0.08241,    0.231,   -0.493,    0.629,    23.65
   15.74,   12.441,  0.08521,    0.234,   -0.493,    0.683,    24.01
   15.76,   11.676,  0.07991,    0.233,   -0.492,    0.682,    24.20
   15.78,   11.095,  0.07672,    0.233,   -0.492,    0.689,    23.87
   15.80,   10.952,  0.08293,    0.236,   -0.490,    0.758,    24.02
   15.82,   10.943,  0.07578,    0.237,   -0.489,    0.692,    24.20
   15.84,   10.771,  0.05515,    0.237,   -0.489,    0.511,    24.20
   15.86,   10.483,  0.04447,    0.235,   -0.489,    0.423,    24.20
   15.88,   10.351,  0.05717,    0.233,   -0.488,    0.552,    24.63
   15.90,   10.576,  0.07638,    0.233,   -0.488,    0.724,    24.20
   15.92,   10.603,  0.08622,    0.235,   -0.490,    0.810,    24.20
   15.94,   10.125,  0.07374,    0.236,   -0.489,    0.722,    24.62
   15.96,    9.894,  0.06885,    0.239,   -0.488,    0.696,    24.47
   15.98,    9.797,  0.08007,    0.244,   -0.488,    0.820,    24.54
   16.00,   10.037,  0.08515,    0.239,   -0.489,    0.851,    24.20
   16.02,    9.847,  0.07516,    0.234,   -0.493,    0.759,    24.41
   16.04,    9.668,  0.04761,    0.232,   -0.494,    0.491,    24.64
   16.06,    9.653,  0.04854,    0.233,   -0.494,    0.504,    24.29
   16.08,   10.076,  0.04809,    0.234,   -0.496,    0.482,    24.45
   16.10,   10.058,  0.05739,    0.235,   -0.499,    0.568,    24.61
   16.12,   10.240,  0.06497,    0.237,   -0.500,    0.635,    24.20
   16.14,   10.125,  0.07622,    0.238,   -0.501,    0.751,    24.64
   16.16,    9.921,  0.08696,    0.235,   -0.500,    0.874,    24.64
   16.18,    9.676,  0.07380,    0.236,   -0.500,    0.760,    24.64
   16.20,    9.625,  0.04489,    0.239,   -0.499,    0.467,    24.64
   16.22,    9.796,  0.03944,    0.234,   -0.498,    0.403,    24.64
   16.24,   10.285,  0.04706,    0.235,   -0.498,    0.461,    24.20
   16.26,   10.876,  0.05872,    0.235,   -0.500,    0.542,    23.83
   16.28,   10.993,  0.06091,    0.234,   -0.501,    0.554,    24.20
   16.30,   10.695,  0.06201,    0.236,   -0.501,    0.577,    24.40
   16.32,   10.519,  0.06339,    0.235,   -0.500,    0.601,    24.24
   16.34,   10.441,  0.05882,    0.236,   -0.499,    0.563,    24.95
   16.36,   10.430,  0.05254,    0.236,   -0.499,    0.503,    24.64
   16.38,   10.384,  0.04162,    0.233,   -0.499,    0.400,    24.64
   16.40,   10.382,  0.00000,    0.236,   -0.498,    0.000,    24.64
   16.42,   10.492,  0.00000,    0.239,   -0.498,    0.000,    24.64
   16.44,   10.530,  0.00000,    0.235,   -0.497,    0.000,    24.64
   16.46,   10.380,  0.00000,    0.236,   -0.496,    0.000,    24.64
   16.48,   10.067,  0.00000,    0.235,   -0.496,    0.000,    25.06
   16.49,    9.935,  0.00000,    0.237,    0.000,    0.000,    24.64
